input,decision
Will help in family business in morning and continue MCA in evening batch. I am studying in PICT Bangalore.,Balanced Job + Study Plan
"After dad's sudden death, all responsibility came on me. Higher studies feel like a luxury I can't afford anymore. I am studying in Symbiosis Nagpur.",Job First (Financial Stability)
Constant family pressure + studies ne mera burnout kar diya hai. I need someone to talk to. I am studying in SPIT Delhi.,Emotional Counseling Needed
"Hey, too many options and I don't know what suits my interest and skills. Need proper guidance. I am studying in IIT Madras Pune.",Career Guidance Needed
I realized I don't know anything practical. Planning to join coding bootcamp or online courses full time. I am studying in PICT Nashik.,Skill Development First
Planning to work for 1-2 years and then do MBA so I can have both experience and better qualification. I am studying in MIT WPU Bangalore.,Balanced Job + Study Plan
Constant family pressure + studies ne mera burnout kar diya hai. I need someone to talk to. I am studying in Amity Kolhapur.,Emotional Counseling Needed
Too many options and I don't know what suits my interest and skills. Need proper guidance. I am studying in IIT Bombay Hyderabad.,Career Guidance Needed
"Hey, my parents strongly believe only government job is safe. They want me to prepare full time for Banking PO. I am studying in MIT WPU Thane.",Government Exam Path
"Hey, constant family pressure + studies ne mera burnout kar diya hai. I need someone to talk to. I am studying in PICT Chennai.",Emotional Counseling Needed
"Hey, breakup ke baad main completely broken hoon. Can't focus on studies or placements. Need emotional support. I am studying in Amity Hyderabad.",Emotional Counseling Needed
My mother needs surgery and we have no savings. I was planning Railway but now I think job first is the only option. I am studying in COEP Delhi.,Job First (Financial Stability)
I love research and want to do MTech from IIT Bombay. Ready to take education loan if needed because long term growth matters more. I am studying in Amity Thane.,Higher Studies First
"Hey, severe anxiety and overthinking about future. Can't sleep, can't study. I think I need counseling first. I am studying in COEP Kolhapur.",Emotional Counseling Needed
"Family business completely collapsed after pandemic. As the only son, I feel huge pressure to start earning rather than pursuing higher studies. I am studying in IIT Bombay Mumbai.",Job First (Financial Stability)
"Hey, heavy education loan on my father already. I can't put more burden, so I decided to focus on placements right now. I am studying in local college Hyderabad.",Job First (Financial Stability)
"Hey, my mother needs surgery and we have no savings. I was planning Railway but now I think job first is the only option. I am studying in Symbiosis Delhi.",Job First (Financial Stability)
Too many options and I don't know what suits my interest and skills. Need proper guidance. I am studying in SPIT Delhi.,Career Guidance Needed
"Hey, private jobs feel risky and unstable. That's why I am preparing for SSC CGL and banking exams. I am studying in Pune University Nashik.",Government Exam Path
Family pressure is high for government job. I am focusing only on UPSC preparation now. I am studying in Symbiosis Aurangabad.,Government Exam Path
Too many options and I don't know what suits my interest and skills. Need proper guidance. I am studying in COEP Bangalore.,Career Guidance Needed
My parents strongly believe only government job is safe. They want me to prepare full time for GRE. I am studying in Amity Delhi.,Government Exam Path
"Cleared GRE with good score and got offer from good US university for MS in CS. Even if expensive, I want to go for higher studies. I am studying in MIT WPU Aurangabad.",Higher Studies First
"Hey, severe anxiety and overthinking about future. Can't sleep, can't study. I think I need counseling first. I am studying in COEP Mumbai.",Emotional Counseling Needed
"Hey, after my mother's death last month, nothing feels important. Career decisions have become impossible. I am studying in VJTI Pune.",Emotional Counseling Needed
My mother needs surgery and we have no savings. I was planning GRE but now I think job first is the only option. I am studying in IIT Bombay Thane.,Job First (Financial Stability)
My parents strongly believe only government job is safe. They want me to prepare full time for SSC CGL. I am studying in Pune University Hyderabad.,Government Exam Path
I got admission in MBA at IIM Ahmedabad but family is worried about money. Still I believe this is the best investment for my future.,Higher Studies First
My mother needs surgery and we have no savings. I was planning CAT but now I think job first is the only option. I am studying in Amity Bangalore.,Job First (Financial Stability)
My parents strongly believe only government job is safe. They want me to prepare full time for GATE. I am studying in VJTI Thane.,Government Exam Path
I got admission in MBA at IIM Bangalore but family is worried about money. Still I believe this is the best investment for my future. I am studying in SPIT Nashik.,Higher Studies First
"Heavy education loan on my father already. I can't put more burden, so I decided to focus on placements right now. I am studying in VJTI Thane.",Job First (Financial Stability)
I love research and want to do MTech from IIT Bombay. Ready to take education loan if needed because long term growth matters more. I am studying in Amity Nashik.,Higher Studies First
"Despite financial issues, I want to pursue MCA from a reputed college because specialization will help me a lot in career. I am studying in MIT WPU Kolhapur.",Higher Studies First
I got admission in MBA at IIM Ahmedabad but family is worried about money. Still I believe this is the best investment for my future. I am studying in IIT Madras Hyderabad.,Higher Studies First
